Term	POS1	POS2	POS3	POS4		Anger	Disgust	Fear	Happiness	Sadness	Surprise	Polarity1	Polarity2	Polarity3	Polarity4	Polarity_Avg	Emotion_Affected_Polarity	Normalized_Polarity
επιθυμώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.0	1.0	1.5	1	1	1	1	1.0	1.27	2.98
επικαλούμαι	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
επικοινωνώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.0	1.0	2.5	1	0	1	0	0.5	0.83	2.04
επίκτητος -η -ο	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
επιλεκτικός	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	1.67	1.0	1.67	1	0	-1	1	0.25	0.27	0.84
επιπόλαιος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	2.67	1.33	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.13	-2.14
επισκέπτομαι	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
επίσκεψη	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
επιφυλακτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.67	2.67	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
επιφώνημα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	3.0	2.67	1.67	3.33	0	0	0	0	0.0	0.03	0.33
εποχούμενος	PART	PART	PART	PART		1.0	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.72	-1.27
επώδυνος -η -ο	ADJ	ADJ	ADJ	ADJ		1.25	1.75	2.5	1.0	3.5	1.75	-1	-1	-1	-1	-1.0	-1.61	-3.17
εραστής	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.78	-1.4
εργατοπατέρας	NOUN	NOUN	NOUN	NOUN		1.75	2.5	1.0	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.35	-2.61
ερέθισμα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0.0	-0.15	-0.05
ερεθισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.75	1.0	1.0	1.5	1.75	-1	-1	-1	-0.5	-0.88	-1.12	-2.12
έρημος	NOUN	ADJ	NOUN	ADJ		1.0	1.75	2.5	1.0	2.5	1.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
ερίφης	NOUN	NOUN	NOUN	NOUN		2.75	2.75	1.25	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
έρμος	ADJ	ADJ	ADJ	ADJ		1.25	1.75	1.75	1.0	3.0	1.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
ερπετό	NOUN	NOUN	NOUN	NOUN		3.0	4.0	2.5	1.0	1.0	2.5	-1	0	-1	0	-0.5	-1.23	-2.36
ερπετό	N/A	NOUN	NOUN	NOUN		3.0	4.0	2.0	1.0	1.0	3.0	0	0	-1	0	-0.25	-0.9	-1.65
έρχομαι	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
έρωτας	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.25	1.0	2.25	1	1	1	1	1.0	1.56	3.59
ερωτεύομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.25	1.0	2.5	1	1	1	1	1.0	1.58	3.64
ερωτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.25	1.0	2.25	1	1	1	1	1.0	1.56	3.59
ερωτο- 	OTHER	N/A	OTHER	N/A		1.33	2.33	1.0	1.0	1.0	2.33	-1	1	-1	0	-0.25	-0.5	-0.8
εσωστρέφεια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.67	1.0	1.67	2.0	-1	0	-1	-1	-0.75	-0.98	-1.82
εσώψυχος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.33	1.67	1.67	2.0	0	0	0	0	0.0	-0.07	0.12
ετερόκλητος	ADJ	ADJ	ADJ	ADJ		1.0	2.0	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-0.95	-1.76
ετοιματζίδικος	ADJ	ADJ	ADJ	ADJ		1.67	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.07	-2.02
έτοιμος -η -ο	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ευαισθησία	NOUN	NOUN	NOUN	NOUN		1.0	1.5	1.25	1.75	2.25	1.75	-1	1	-1	-0.5	-0.38	-0.54	-0.89
ευαισθητοποιώ	VERB	VERB	VERB	VERB		1.0	1.0	1.25	2.5	1.75	2.25	1	1	1	1	1.0	1.11	2.63
ευαίσθητος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.25	1.25	2.25	2.25	2.0	1	1	-1	0.5	0.38	0.36	1.03
ευαρέσκεια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.25	1.0	2.25	1	1	1	1	1.0	1.56	3.59
ευαρεστούμαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.25	1.0	2.25	1	1	1	1	1.0	1.56	3.59
ευγένεια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.33	1.0	3.0	1	0	1	1	0.75	1.17	2.76
ευγενής	NOUN	NOUN	NOUN	ADJ		1.0	1.0	1.0	3.67	1.0	3.0	1	0	1	1	0.75	1.23	2.89
ευγενής -ής -ές	N/A	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.5	1.0	2.5	0	0	1	1	0.5	0.93	2.25
ευγενικός -ή / -ιά -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.67	1.0	3.33	1	0	1	1	0.75	1.25	2.93
ευγνώμονας	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.0	1.0	3.0	1	0	1	1	0.75	1.3	3.04
ευγνωμονώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.33	1.0	3.0	1	0	1	1	0.75	1.37	3.19
ευγνώμων -ων -ον	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.33	1.0	3.67	1	0	1	1	0.75	1.4	3.25
ευδοκιμώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.67	1.0	2.33	1	0	-1	1	0.25	0.5	1.33
ευδοκώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.5	1.0	1.75	1	1	-1	1	0.5	0.69	1.74
ευεξία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.25	1.0	2.75	1	1	1	1	1.0	1.59	3.66
εύηχος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.0	1.0	2.5	1	1	1	1	1.0	1.52	3.51
ευκαιριακός	ADJ	ADJ	ADJ	ADJ		2.0	3.0	1.0	1.0	1.5	3.0	-1	0	-1	0	-0.5	-0.9	-1.65
ευκολία	NOUN	NOUN	NOUN	NOUN		1.33	1.67	1.0	1.33	1.0	2.67	-1	0	-1	1	-0.25	-0.35	-0.48
εύκολος	ADJ	ADJ	ADJ	ADJ		1.33	1.67	1.0	1.33	1.0	2.67	-1	0	-1	1	-0.25	-0.35	-0.48
εύκολος -η -ο	N/A	ADJ	ADJ	ADJ		1.0	1.5	1.0	1.5	1.0	2.5	0	0	-1	1	0.0	-0.02	0.22
ευλαβής -ής -ές	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	2.25	1	1	1	1	1.0	1.31	3.06
ευλογώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.0	1.0	2.67	1	0	1	1	0.75	1.08	2.57
ευνουχίζω	VERB	VERB	VERB	VERB		2.0	2.25	2.5	1.0	1.75	2.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
ευνουχισμός	NOUN	NOUN	NOUN	NOUN		2.0	2.25	2.5	1.0	1.75	2.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
ευνούχος	NOUN	NOUN	NOUN	NOUN		2.25	2.5	2.0	1.0	1.75	2.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
ευοσμία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	2.0	1	1	1	1	1.0	1.4	3.25
εύοσμος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.25	1.0	2.25	1	1	1	1	1.0	1.36	3.17
ευσεβής -ής -ές	ADJ	ADJ	επί	ADJ		1.0	1.0	1.0	3.25	1.0	2.0	1	1	1	1	1.0	1.35	3.15
εύσημο	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	3.33	1	0	1	1	0.75	1.32	3.08
ευσπλαχνίζομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.5	2.25	2.0	1	1	1	-1	0.5	0.57	1.48
ευτράπελος	ADJ	ADJ	ADJ	ADJ		1.5	2.25	1.25	1.5	1.25	2.75	-1	-0.5	-1	-1	-0.88	-1.07	-2.02
ευτυχισμένος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.5	1.0	2.75	1	1	1	1	1.0	1.64	3.77
ευφορία 	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.5	1.0	2.75	1	1	1	1	1.0	1.64	3.77
ευφροσύνη	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.25	1.0	2.25	1	1	1	1	1.0	1.56	3.59
ευφυϊα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	5.0	1	0	1	0	0.5	1.05	2.51
ευφωνία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.25	1.0	2.5	1	1	1	1	1.0	1.38	3.21
εύχαρις	ADJ	ADJ	ADJ	ADJ		1.0	2.0	1.0	3.0	1.0	2.0	1	1	-1	0.5	0.38	0.58	1.5
ευχαρίστηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.5	1.0	2.25	1	1	1	1	1.0	1.61	3.7
ευχάριστος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.5	1.0	2.25	1	1	1	1	1.0	1.61	3.7
ευχάριστος -η -ο	N/A	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.67	1.0	2.0	0	1	1	1	0.75	1.38	3.21
ευωδιά	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	2.25	1	1	1	1	1.0	1.51	3.49
ευωδία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	2.25	1	1	1	1	1.0	1.51	3.49
εφετζίδικος	ADJ	ADJ	ADJ	ADJ		2.0	2.33	1.0	1.33	1.0	2.33	-1	0	-1	-0.5	-0.62	-0.87	-1.59
εφευρετικός	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.67	1.0	3.0	1	0	1	1	0.75	1.03	2.46
εφιάλτης	NOUN	NOUN	NOUN	NOUN		1.5	2.0	4.25	1.0	2.0	2.75	-1	-1	-1	-1	-1.0	-1.64	-3.23
εχθρεύομαι	VERB	VERB	VERB	VERB		3.5	3.25	1.75	1.0	1.75	1.5	-1	-1	-1	-1	-1.0	-1.75	-3.47
εχθρότητα	NOUN	NOUN	NOUN	NOUN		3.75	3.25	1.5	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.72	-3.4
έχω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ζαλάδα	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.5	1.0	1.5	2.0	-1	-1	-1	-1	-1.0	-1.4	-2.72
ζάλη	NOUN	NOUN	NOUN	NOUN		1.75	2.5	1.75	1.5	1.25	2.25	-1	-1	-1	-0.5	-0.88	-1.19	-2.27
ζεματώ	VERB	VERB	VERB	VERB		3.33	2.33	2.33	1.0	2.33	3.0	-1	-1	-1	0	-0.75	-1.43	-2.78
ζερβοκουτάλα	NOUN	NOUN	NOUN	NOUN		3.0	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.93	-1.72
ζεσταίνω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.0	1.0	1.0	0	1	0	0	0.25	0.3	0.91
ζεστός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.5	1.0	2.5	1	1	1	1	1.0	1.22	2.87
ζηλεύω	VERB	VERB	VERB	VERB		2.25	2.0	1.25	1.5	1.5	2.0	-1	-1	-1	-0.5	-0.88	-1.18	-2.25
ζήλια	NOUN	NOUN	NOUN	NOUN		2.25	2.25	1.25	1.5	1.5	2.0	-1	-1	-1	-0.5	-0.88	-1.21	-2.31
ζηλώ	VERB	VERB	VERB	VERB		2.25	2.0	1.25	1.25	1.25	2.0	-1	-1	-1	-0.5	-0.88	-1.21	-2.31
ζο	NOUN	NOUN	NOUN	NOUN		3.25	3.25	1.0	1.0	1.0	2.75	-1	-1	-1	-1	-1.0	-1.51	-2.95
ζούδι	NOUN	NOUN	NOUN	NOUN		2.5	2.75	1.0	1.0	1.5	2.0	-1	-1	-1	-1	-1.0	-1.48	-2.89
ζουμί	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.0	1.67	1.0	2.0	-1	0	-1	-0.5	-0.62	-0.82	-1.48
ζουμπάς	NOUN	NOUN	NOUN	NOUN		3.0	2.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.17	-2.23
ζούρλα	NOUN	NOUN	NOUN	NOUN		2.33	2.67	1.0	1.67	1.0	3.0	-1	0	-1	-0.5	-0.62	-0.84	-1.53
ζω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ζωηρός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.33	1.0	2.67	1.0	3.0	1	0	1	0.5	0.62	0.87	2.12
ζώνω	VERB	VERB	VERB	VERB		2.0	1.67	3.0	1.0	1.0	2.0	-1	-1	-1	0	-0.75	-1.22	-2.34
ζώο	NOUN	NOUN	NOUN	NOUN		3.5	3.5	1.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.58	-3.1
ζωογόνος -α / -ος -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.25	1.0	2.25	1	1	1	1	1.0	1.36	3.17
ζωοφιλία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.33	1	1	1	0	0.75	1.07	2.55
ζωόφιλος -η -ο	ADJ	ADJ	ADJ	ADJ		1.25	1.5	1.0	2.5	1.25	2.0	1	1	1	-1	0.5	0.6	1.55
ηδονίζομαι	VERB	VERB	VERB	VERB		1.0	1.5	1.0	2.25	1.0	2.5	-1	1	-1	1	0.0	0.13	0.54
ηδονικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.5	1.0	2.25	1.0	2.5	-1	1	-1	1	0.0	0.13	0.54
ηθικός  -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	3.0	1	0	1	1	0.75	1.1	2.61
ηλιόχαρος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.25	1.0	2.5	1	1	1	1	1.0	1.38	3.21
ήμερος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	2.33	1	0	1	1	0.75	1.07	2.55
ησυχία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	4.0	1	0	1	0	0.5	0.9	2.19
ήσυχος -η -ο	ADJ	ADJ	ADJ	ADJ		1.33	1.33	1.33	2.67	1.33	2.67	1	0	1	0.5	0.62	0.76	1.89
θάλπω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.67	1.0	2.33	1	1	1	0	0.75	1.2	2.83
θαλπωρή	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.25	1.0	2.25	1	1	1	1	1.0	1.36	3.17
θαμπώνω	VERB	VERB	VERB	VERB		1.25	1.75	1.0	1.0	1.0	3.25	-1	-0.5	-1	1	-0.38	-0.52	-0.84
θαυμάζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.75	1.0	3.0	1	1	1	1	1.0	1.5	3.47
θαυμασμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	1.0	3.0	1	1	1	1	1.0	1.5	3.47
θαυμαστής	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.0	1	1	1	1	1.0	1.35	3.15
θαυματουργώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.75	1.0	3.5	1	1	1	1	1.0	1.52	3.51
θέαμα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	4.0	1	0	1	0	0.5	1.1	2.61
θεατρίζομαι	VERB	VERB	VERB	VERB		1.0	2.5	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.7	-1.23
θεια	NOUN	N/A	NOUN	NOUN		1.33	3.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.1	-2.08
θειος	NOUN	NOUN	NOUN	NOUN		1.25	3.0	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.33	-2.57
θείτσα	NOUN	NOUN	NOUN	NOUN		1.5	3.5	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.4	-2.72
θέλω	VERB	VERB	VERB	VERB		2.0	2.0	2.0	2.5	2.0	1.0	0	1	0	0.5	0.38	0.13	0.54
θεματολογία	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
Θεός	NOUN	NOUN	NOUN	NOUN		2.75	2.75	3.75	3.0	2.0	4.5	0.5	0.5	0.5	1	0.62	0.32	0.95
θεούσα	NOUN	NOUN	NOUN	NOUN		2.0	3.25	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.41	-2.74
θεράποντας	NOUN	ADJ	NOUN	NOUN		1.5	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.85	-1.55
θερίζω	VERB	VERB	VERB	VERB		1.67	2.33	2.67	1.0	1.33	2.33	-1	0	-0.5	-1	-0.62	-1.1	-2.08
θεριό	NOUN	NOUN	NOUN	NOUN		2.0	1.5	2.5	1.75	1.0	2.75	1	-1	1	0.5	0.38	0.17	0.63
θερμικός -ή -ό	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
θερμόαιμος -η -ο	ADJ	ADJ	ADJ	ADJ		2.25	1.75	1.5	1.75	1.5	2.0	-1	-0.5	-1	1	-0.38	-0.63	-1.08
θερμοκέφαλος -η -ο	ADJ	ADJ	ADJ	ADJ		2.5	2.25	2.0	1.75	1.5	2.25	-1	-0.5	-1	-0.5	-0.75	-1.11	-2.1
θερμός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.5	1.0	1.0	3.0	1.0	2.5	1	0.5	1	1	0.88	1.16	2.74
θερμότητα	NOUN	NOUN	NOUN	NOUN		2.0	1.0	1.0	3.5	1.0	2.5	1	0.5	0	0	0.38	0.71	1.78
θετικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.75	1.0	2.5	1	1	1	1	1.0	1.27	2.98
θεώμαι	VERB	VERB	VERB	VERB		1.0	3.0	1.0	1.0	1.0	2.0	-1	0	0	0	-0.25	-0.55	-0.91
θεωρητικολογία	NOUN	NOUN	NOUN	NOUN		1.67	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.08	-2.04
θεωρητικολογώ	VERB	VERB	VERB	VERB		1.67	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.08	-2.04
θηλυκός	ADJ	ADJ	ADJ	ADJ		2.5	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.88	-1.61
θηριάκι	NOUN	NOUN	NOUN	NOUN		1.25	1.0	1.5	2.0	1.0	2.5	1	0	1	0	0.5	0.55	1.44
θηρίο	NOUN	NOUN	NOUN	NOUN		4.0	2.0	3.0	1.75	1.0	2.5	-1	-1	-1	-0.5	-0.88	-1.41	-2.74
θλιβερός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.5	2.25	1.25	1.0	4.75	2.0	-1	-1	-1	-1	-1.0	-1.68	-3.32
θλίβω	VERB	VERB	VERB	VERB		1.25	2.0	1.25	1.0	4.75	2.0	-1	-1	-1	-1	-1.0	-1.62	-3.19
θλιμμένος -η -ο	PART	PART	PART	PART		1.25	2.0	1.25	1.0	4.75	2.0	-1	-1	-1	-1	-1.0	-1.62	-3.19
θλίψη 	NOUN	NOUN	NOUN	NOUN		1.25	2.0	1.25	1.0	4.75	2.0	-1	-1	-1	-1	-1.0	-1.62	-3.19
θολός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	2.33	1.67	1.0	2.0	2.0	-1	0	-1	-1	-0.75	-1.15	-2.19
θόρυβος	NOUN	NOUN	NOUN	NOUN		1.25	2.25	2.5	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.38	-2.68
θρασίμι	NOUN	NOUN	NOUN	NOUN		2.25	3.0	1.75	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.48	-2.89
θρησκευτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.72	-1.27
θρίλερ	NOUN	NOUN	NOUN	NOUN		1.0	2.0	4.5	1.0	1.5	3.75	-1	-1	-1	-1	-1.0	-1.51	-2.95
θύμηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	2.0	3.0	0.5	0	1	0	0.38	0.73	1.82
θυμικό	NOUN	NOUN	NOUN	NOUN		2.33	1.67	2.0	1.33	3.0	2.0	-1	0	-1	-1	-0.75	-1.28	-2.46
θυμικός -ή -ό	ADJ	ADJ	ADJ	ADJ		2.33	1.67	2.0	1.33	3.0	2.0	-1	0	-1	-1	-0.75	-1.28	-2.46
θυμωμένος -η -ο	ADJ	PART	PART	PART		4.5	2.25	1.5	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.62	-3.19
θυμώνω	VERB	VERB	VERB	VERB		4.5	2.25	1.5	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.62	-3.19
ιδεοληψία	NOUN	NOUN	NOUN	NOUN		1.0	3.0	1.5	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.83	-1.5
ιδιοτέλεια	NOUN	NOUN	NOUN	NOUN		2.0	3.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.17	-2.23
ιδού	N/A	N/A	OTHER	INTJ		1.67	1.67	1.0	1.67	1.67	4.0	-1	0	-1	-0.5	-0.62	-0.69	-1.21
ιερατείο	NOUN	NOUN	NOUN	NOUN		1.5	2.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.7	-1.23
ιερογλυφικός	ADJ	ADJ	ADJ	ADJ		1.5	2.5	1.0	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.72	-1.27
ικανοποίηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.5	1.0	2.5	1	1	1	1	1.0	1.62	3.72
ικανός	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.67	1.0	3.0	1	0	1	1	0.75	1.23	2.89
ίλιγγος	NOUN	NOUN	NOUN	NOUN		1.25	2.75	2.0	1.0	1.25	1.75	-1	-1	-1	-1	-1.0	-1.44	-2.81
ιμπρεσιονισμός	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ινστρούχτορας	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	2.0	-1	-1	-1	0	-0.75	-1.15	-2.19
ιντελιγκέντσια	NOUN	NOUN	NOUN	NOUN		2.33	3.33	1.0	1.0	1.0	2.0	-1	-1	-1	0	-0.75	-1.22	-2.34
ιπποπόταμος	NOUN	NOUN	NOUN	NOUN		2.0	3.75	1.25	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.52	-2.98
ισόβιος	ADJ	ADJ	ADJ	ADJ		2.0	2.5	2.5	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.92	-1.7
ισοβίως	ADV	ADV	ADV	ADV		2.0	2.5	2.5	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.92	-1.7
ισορροπία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	3.0	1	0	1	0	0.5	1.05	2.51
ιώδης -ης -ες	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
καβάλα	ADV	ADV	ADV	NOUN		2.5	3.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.9	-1.65
καβαλικεύω	VERB	VERB	VERB	VERB		2.5	3.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.9	-1.65
καβαλώ	VERB	VERB	VERB	VERB		2.0	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.1	-2.08
κάθαρση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	2.25	1	1	1	1	1.0	1.41	3.27
καθηγητιλίκι	NOUN	NOUN	NOUN	NOUN		3.5	3.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-1.08	-2.04
καθηκοντολογία	NOUN	NOUN	NOUN	NOUN		1.5	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.85	-1.55
καθησυχάζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.33	1.0	2.33	1	1	1	0	0.75	1.13	2.68
καθοδηγητής	NOUN	NOUN	NOUN	NOUN		2.0	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.85	-1.55
καθορίζω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
καθότι	CONJ	CONJ	CONJ	CONJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
καθωσπρέπει	ADV	ADV	ADV	ADV		1.67	2.67	1.0	1.67	1.0	2.0	-1	0	-1	1	-0.25	-0.45	-0.69
καίω	VERB	VERB	VERB	VERB		3.67	2.0	1.67	2.33	2.33	2.67	-1	-0.5	-1	0	-0.62	-0.99	-1.85
κακαρίζω	VERB	VERB	VERB	VERB		1.0	2.5	1.0	1.75	1.0	2.5	-1	-1	-1	1	-0.5	-0.57	-0.95
κακόηχος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	3.33	1.33	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-1.15	-2.19
κακόκαρδος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	2.67	1.67	1.0	1.67	2.0	-1	0	-1	-1	-0.75	-1.25	-2.4
κακός -ή / -ιά -ό	ADJ	ADJ	ADJ	ADJ		2.33	3.0	3.0	1.0	2.0	2.33	-1	0	-1	-1	-0.75	-1.47	-2.87
